"results"
"C,17,18.9,m,5,6096.0,99,2023-09-07T02:38:00-07:00,C,17,12.2,false,7,false,,C,17,0.6,Cloudy,mm,3,0.0,mm,3,0.0,mm,3,0.0,mm,3,0.0,mm,3,0.0,mm,3,0.0,mm,3,0.0,mb,14,1016.1,S,Steady,C,17,16.3,C,17,16.3,82,C,17,15.3,C,17,23.0,C,17,15.3,C,17,23.0,C,17,12.5,C,17,17.0,C,17,15.3,0,Low,km,6,14.5,C,17,13.6,0.0,N,km/h,7,1.0,C,17,15.6,km/h,7,1.9"
